Player Full Name,PlayersID,Birth Date,Year Start,Year End,POS,Height (ft),Height (in),Height (cm),HeightwithoutShoes,Wingspan (cm),Standing Reach (cm),Hand Length (inches),Hand Lenght(cm),Hand Width (inches),Hand Width (cm),Weight (lb),Weight (kg),Body Fat (%),College,LaneAgilityTime_sec,ShuttleRun_sec,3quartersprint_sec,StandingVerticalLeap_inches,MaxVerticalLeap_inches,MaxBenchPress_reps,StandingVerticalLeap_cm,MaxVerticalLeap_cm
Danny Fortson,1504,27/03/1976,1998,2007,F,6,7,200.66,197.66,,,,,,,260,117.9340162,,University of Cincinnati,,,,,,,,
Tariq Abdul-Wahad,1505,03/11/1974,1998,2003,F,6,6,198.12,195.12,,,,,,,223,101.1510985,,San Jose State University,,,,,,,,
Austin Croshere,1506,01/05/1975,1998,2009,F,6,9,205.74,202.74,,,,,,,235,106.594207,,Providence College,,,,,,,,
Derek Anderson,1507,18/07/1974,1998,2008,G,6,5,195.58,192.58,,,,,,,194,87.99691978,,University of Kentucky,,,,,,,,
Maurice Taylor,1508,30/10/1976,1998,2007,F,6,9,205.74,202.74,,,,,,,260,117.9340162,,University of Michigan,,,,,,,,
Kelvin Cato,1509,26/08/1974,1998,2007,C,6,11,210.82,207.82,,,,,,,255,115.6660544,,Iowa State University,,,,,,,,
Brevin Knight,1510,08/11/1975,1998,2009,G,5,10,177.8,174.8,,,,,,,173,78.47148001,,Stanford University,,,,,,,,
Scot Pollard,1513,12/02/1975,1998,2008,C,6,11,210.82,207.82,,,,,,,265,120.2019781,,University of Kansas,,,,,,,,
Paul Grant,1514,06/01/1974,1999,2004,C,7,0,213.36,210.36,,,,,,,245,111.1301307,,University of Wisconsin,,,,,,,,
Anthony Parker,1515,19/06/1975,1998,2012,G,6,6,198.12,195.12,,,,,,,215,97.52235955,,Bradley University,,,,,,,,
Bobby Jackson,1517,13/03/1973,1998,2009,G,6,1,185.42,182.42,,,,,,,185,83.91458845,,University of Minnesota,,,,,,,,
John Thomas,1519,08/09/1975,1998,2006,F,6,9,205.74,202.74,,,,,,,265,120.2019781,,University of Minnesota,,,,,,,,
Charles Smith,1520,,1998,2006,G,6,4,193.04,190.04,,,,,,,194,87.99691978,,University of New Mexico,,,,,,,,
Jacque Vaughn,1521,11/02/1975,1998,2009,G,6,1,185.42,182.42,,,,,,,190,86.1825503,,University of Kansas,,,,,,,,
Marc Jackson,1531,16/01/1975,2001,2007,C,6,10,208.28,205.28,,,,,,,270,122.4699399,,Temple University,,,,,,,,
Anthony Johnson,1533,02/10/1974,1998,2010,G,6,3,190.5,187.5,,,,,,,190,86.1825503,,College of Charleston,,,,,,,,
Stephen Jackson,1536,05/04/1978,2001,2014,F-G,6,8,203.2,200.2,,,,,,,218,98.88313666,,Butler County Community College,,,,,,,,
Alvin Williams,1541,06/08/1974,1998,2007,G,6,5,195.58,192.58,,,,,,,185,83.91458845,,Villanova University,,,,,,,,
Predrag Drobnjak,1542,27/10/1975,2002,2005,C,6,11,210.82,207.82,,,,,,,270,122.4699399,,,,,,,,,,
Mark Blount,1548,30/11/1975,2001,2009,C,7,0,213.36,210.36,,,,,,,230,104.3262451,,University of Pittsburgh,,,,,,,,
Adrian Griffin,1559,04/07/1974,2000,2008,G-F,6,5,195.58,192.58,,,,,,,217,98.42954429,,Seton Hall University,,,,,,,,
Kevin Ollie,1563,27/12/1972,1998,2010,G,6,4,193.04,190.04,,,,,,,195,88.45051215,,University of Connecticut,,,,,,,,
Michael Stewart,1565,25/04/1975,1998,2005,C,6,10,208.28,205.28,,,,,,,230,104.3262451,,University of California,,,,,,,,
Brandon Williams,1585,27/02/1975,1998,2003,G,6,6,198.12,195.12,,,,,,,215,97.52235955,,Davidson College,,,,,,,,
Rick Brunson,1594,14/06/1972,1998,2006,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,Temple University,,,,,,,,
Rusty LaRue,1601,10/12/1973,1998,2004,G,6,2,187.96,184.96,,,,,,,210,95.2543977,,Wake Forest University,,,,,,,,
Troy Hudson,1607,13/03/1976,1998,2008,G,6,1,185.42,182.42,,,,,,,170,77.1107029,,Southern Illinois University,,,,,,,,
Mikki Moore,1630,04/11/1975,1999,2012,C,6,11,210.82,207.82,,,,,,,225,102.0582833,,University of Nebraska,,,,,,,,
Scott Skiles,1654,05/03/1964,1987,1996,G,6,1,185.42,182.42,,,,,,,180,81.6466266,,Michigan State University,,,,,,,,
Michael Olowokandi,1709,03/04/1975,1999,2007,C,7,0,213.36,210.36,,,,,,,269,122.0163475,,University of the Pacific,,,,,,,,
Mike Bibby,1710,13/05/1978,1999,2012,G,6,1,185.42,182.42,,,,,,,190,86.1825503,,University of Arizona,,,,,,,,
Raef LaFrentz,1711,29/05/1976,1999,2008,F-C,6,11,210.82,207.82,,,,,,,240,108.8621688,,University of Kansas,,,,,,,,
Antawn Jamison,1712,12/06/1976,1999,2014,F,6,8,203.2,200.2,,,,,,,223,101.1510985,,University of North Carolina,,,,,,,,
Vince Carter,1713,26/01/1977,1999,2018,G-F,6,6,198.12,195.12,,,,,,,220,99.7903214,,University of North Carolina,,,,,,,,
Robert Traylor,1714,01/02/1977,1999,2005,F,6,8,203.2,200.2,,,,,,,284,128.8202331,,University of Michigan,,,,,,,,
Jason Williams,1715,18/11/1975,1999,2011,G,6,1,185.42,182.42,,,,,,,190,86.1825503,,University of Florida,,,,,,,,
Larry Hughes,1716,23/01/1979,1999,2012,G,6,5,195.58,192.58,,,,,,,184,83.46099608,,Saint Louis University,,,,,,,,
Dirk Nowitzki,1717,19/06/1978,1999,2018,F,7,0,213.36,210.36,,,,,,,245,111.1301307,,,,,,,,,,
Paul Pierce,1718,13/10/1977,1999,2017,F-G,6,7,200.66,197.66,,,,,,,235,106.594207,,University of Kansas,,,,,,,,
Bonzi Wells,1719,28/09/1976,1999,2008,G-F,6,5,195.58,192.58,,,,,,,210,95.2543977,,Ball State University,,,,,,,,
Michael Doleac,1720,15/06/1977,1999,2008,C,6,11,210.82,207.82,,,,,,,262,118.8412009,,University of Utah,,,,,,,,
Keon Clark,1721,16/04/1975,1999,2004,F-C,6,11,210.82,207.82,,,,,,,220,99.7903214,,"University of Nevada, Las Vegas",,,,,,,,
Matt Harpring,1723,31/05/1976,1999,2009,F,6,7,200.66,197.66,,,,,,,231,104.7798375,,Georgia Institute of Technology,,,,,,,,
Bryce Drew,1724,21/09/1974,1999,2004,G,6,2,187.96,184.96,,,,,,,185,83.91458845,,Valparaiso University,,,,,,,,
Rasho Nesterovic,1725,30/05/1976,1999,2010,C,7,0,213.36,210.36,,,,,,,248,112.4909078,,,,,,,,,,
Pat Garrity,1727,23/08/1976,1999,2008,F,6,9,205.74,202.74,,,,,,,238,107.9549841,,University of Notre Dame,,,,,,,,
Ricky Davis,1729,23/09/1979,1999,2010,G,6,6,198.12,195.12,,,,,,,195,88.45051215,,University of Iowa,,,,,,,,
Tyronn Lue,1731,03/05/1977,1999,2009,G,6,0,182.88,179.88,,,,,,,175,79.37866475,,University of Nebraska,,,,,,,,
Felipe Lopez,1732,19/12/1974,1999,2002,G,6,5,195.58,192.58,,,,,,,199,90.26488163,,St. John's University,,,,,,,,
Al Harrington,1733,17/02/1980,1999,2014,F,6,9,205.74,202.74,,,,,,,230,104.3262451,,,,,,,,,,
Vladimir Stepania,1735,08/05/1976,1999,2004,C,7,0,213.36,210.36,,,,,,,236,107.0477993,,,,,,,,,,
Nazr Mohammed,1737,05/09/1977,1999,2016,C,6,10,208.28,205.28,,,,,,,221,100.2439138,,University of Kentucky,,,,,,,,
Ansu Sesay,1738,29/07/1976,2002,2005,F,6,9,205.74,202.74,,,,,,,225,102.0582833,,University of Mississippi,,,,,,,,
Ruben Patterson,1739,31/07/1975,1999,2008,F,6,5,195.58,192.58,,,,,,,224,101.6046909,,University of Cincinnati,,,,,,,,
Rashard Lewis,1740,08/08/1979,1999,2014,F,6,10,208.28,205.28,,,,,,,215,97.52235955,,,,,,,,,,
Jelani McCoy,1741,06/12/1977,1999,2008,C,6,10,208.28,205.28,,,,,,,245,111.1301307,,"University of California, Los Angeles",,,,,,,,
Shammond Williams,1742,05/04/1975,1999,2007,G,6,1,185.42,182.42,,,,,,,201,91.17206637,,University of North Carolina,,,,,,,,
Bruno Sundov,1743,10/02/1980,1999,2005,C,7,2,218.44,215.44,,,,,,,220,99.7903214,,,,,,,,,,
Jerome James,1744,17/11/1975,1999,2009,C,7,0,213.36,210.36,,,,,,,300,136.077711,,Florida Agricultural and Mechanical University,,,,,,,,
Rafer Alston,1747,24/07/1976,2000,2010,G,6,2,187.96,184.96,,,,,,,171,77.56429527,,"California State University, Fresno",,,,,,,,
Cuttino Mobley,1749,01/09/1975,1999,2009,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,University of Rhode Island,,,,,,,,
Jahidi White,1751,19/02/1976,1999,2005,F-C,6,9,205.74,202.74,,,,,,,290,131.5417873,,Georgetown University,,,,,,,,
Sean Marks,1752,23/08/1975,1999,2011,F-C,6,10,208.28,205.28,,,,,,,250,113.3980925,,University of California,,,,,,,,
Derrick Dial,1760,20/12/1975,2000,2004,G,6,4,193.04,190.04,,,,,,,184,83.46099608,,Eastern Michigan University,,,,,,,,
Greg Buckner,1761,16/09/1976,2000,2009,G,6,4,193.04,190.04,,,,,,,210,95.2543977,,Clemson University,,,,,,,,
Tremaine Fowlkes,1762,11/04/1976,2002,2005,F,6,8,203.2,200.2,,,,,,,220,99.7903214,,"California State University, Fresno",,,,,,,,
Ryan Bowen,1763,20/11/1975,2000,2010,F,6,7,200.66,197.66,,,,,,,215,97.52235955,,University of Iowa,,,,,,,,
Torraye Braggs,1765,15/05/1976,2004,2005,F,6,8,203.2,200.2,,,,,,,245,111.1301307,,Xavier University,,,,,,,,
Maceo Baston,1766,29/05/1975,2003,2009,F,6,9,205.74,202.74,,,,,,,215,97.52235955,,University of Michigan,,,,,,,,
Damon Jones,1800,25/08/1976,1999,2009,G,6,3,190.5,187.5,,,,,,,185,83.91458845,,University of Houston,,,,,,,,
Brad Miller,1802,12/04/1976,1999,2012,C,6,11,210.82,207.82,,,,,,,244,110.6765383,,Purdue University,,,,,,,,
Fred Vinson,1844,28/01/1971,1995,2000,G,6,4,193.04,190.04,,,,,,,190,86.1825503,,Georgia Institute of Technology,,,,,,,,
Anthony Carter,1853,16/06/1975,2000,2012,G,6,1,185.42,182.42,,,,,,,190,86.1825503,,University of Hawaii,,,,,,,,
Earl Boykins,1863,02/06/1976,1999,2012,G,5,5,165.1,162.1,,,,,,,135,61.23496995,,Eastern Michigan University,,,,,,,,
Elton Brand,1882,11/03/1979,2000,2016,F,6,8,203.2,200.2,,,,,,,275,124.7379018,,Duke University,,,,,,,,
Steve Francis,1883,21/02/1977,2000,2008,G,6,3,190.5,187.5,,,,,,,195,88.45051215,,University of Maryland,,,,,,,,
Baron Davis,1884,13/04/1979,2000,2012,G,6,3,190.5,187.5,,,,,,,209,94.80080533,,"University of California, Los Angeles",,,,,,,,
Lamar Odom,1885,06/11/1979,2000,2013,F,6,10,208.28,205.28,,,,,,,220,99.7903214,,University of Rhode Island,,,,,,,,
Jonathan Bender,1886,30/01/1981,2000,2010,F,6,11,210.82,207.82,,,,,,,202,91.62565874,,,,,,,,,,
Wally Szczerbiak,1887,05/03/1977,2000,2009,F,6,7,200.66,197.66,,,,,,,244,110.6765383,,Miami University,,,,,,,,
Richard Hamilton,1888,14/02/1978,2000,2013,G-F,6,6,198.12,195.12,,,,,,,185,83.91458845,,University of Connecticut,,,,,,,,
Andre Miller,1889,19/03/1976,2000,2016,G,6,3,190.5,187.5,,,,,,,200,90.718474,,University of Utah,,,,,,,,
Shawn Marion,1890,07/05/1978,2000,2015,F,6,7,200.66,197.66,,,,,,,220,99.7903214,,"University of Nevada, Las Vegas",,,,,,,,
Jason Terry,1891,15/09/1977,2000,2018,G,6,2,187.96,184.96,,,,,,,185,83.91458845,,University of Arizona,,,,,,,,
Trajan Langdon,1892,13/05/1976,2000,2002,G,6,3,190.5,187.5,,,,,,,197,89.35769689,,Duke University,,,,,,,,
Aleksandar Radojevic,1893,08/08/1976,2000,2005,C,7,3,220.98,217.98,,,,,,,250,113.3980925,,Barton County Community College,,,,,,,,
Corey Maggette,1894,12/11/1979,2000,2013,F,6,6,198.12,195.12,,,,,,,218,98.88313666,,Duke University,,,,,,,,
Metta World Peace,1897,13/11/1979,2000,2017,F,6,6,198.12,195.12,,,,,,,260,117.9340162,,St. John's University,,,,,,,,
James Posey,1899,13/01/1977,2000,2011,F-G,6,8,203.2,200.2,,,,,,,215,97.52235955,,Xavier University,,,,,,,,
Quincy Lewis,1900,26/06/1977,2000,2004,F,6,7,200.66,197.66,,,,,,,215,97.52235955,,University of Minnesota,,,,,,,,
Dion Glover,1901,22/10/1978,2000,2005,G,6,5,195.58,192.58,,,,,,,228,103.4190604,,Georgia Institute of Technology,,,,,,,,
Jeff Foster,1902,16/01/1977,2000,2012,F-C,6,11,210.82,207.82,,,,,,,236,107.0477993,,Texas State University,,,,,,,,
Kenny Thomas,1903,25/07/1977,2000,2010,F,6,7,200.66,197.66,,,,,,,261,118.3876086,,University of New Mexico,,,,,,,,
Devean George,1904,29/08/1977,2000,2010,G-F,6,8,203.2,200.2,,,,,,,220,99.7903214,,Augsburg College,,,,,,,,
Andrei Kirilenko,1905,18/02/1981,2002,2015,F,6,9,205.74,202.74,,,,,,,220,99.7903214,,,,,,,,,,
Jumaine Jones,1908,10/02/1979,2000,2007,F,6,8,203.2,200.2,,,,,,,218,98.88313666,,University of Georgia,,,,,,,,
Scott Padgett,1909,19/04/1976,2000,2007,F,6,9,205.74,202.74,,,,,,,240,108.8621688,,University of Kentucky,,,,,,,,
Leon Smith,1910,02/11/1980,2002,2004,C,6,10,208.28,205.28,,,,,,,235,106.594207,,,,,,,,,,
Michael Ruffin,1913,21/01/1977,2000,2009,F,6,9,205.74,202.74,,,,,,,246,111.583723,,University of Tulsa,,,,,,,,
Calvin Booth,1916,07/05/1976,2000,2009,C,6,11,210.82,207.82,,,,,,,230,104.3262451,,Pennsylvania State University,,,,,,,,
Obinna Ekezie,1918,22/08/1975,2000,2005,F-C,6,9,205.74,202.74,,,,,,,270,122.4699399,,University of Maryland,,,,,,,,
Laron Profit,1919,05/08/1977,2000,2006,G-F,6,5,195.58,192.58,,,,,,,204,92.53284348,,University of Maryland,,,,,,,,
Gordan Giricek,1921,20/06/1977,2003,2008,G-F,6,6,198.12,195.12,,,,,,,210,95.2543977,,,,,,,,,,
Francisco Elson,1922,28/02/1976,2004,2012,C,7,0,213.36,210.36,,,,,,,235,106.594207,,University of California,,,,,,,,
Lee Nailon,1924,22/02/1975,2001,2006,F,6,9,205.74,202.74,,,,,,,238,107.9549841,,Texas Christian University,,,,,,,,
Rodney Buford,1934,02/11/1977,2000,2005,G-F,6,5,195.58,192.58,,,,,,,189,85.72895793,,Creighton University,,,,,,,,
Manu Ginobili,1938,28/07/1977,2003,2018,G,6,6,198.12,195.12,,,,,,,205,92.98643585,,,,,,,,,,
Eddie Robinson,1944,19/04/1976,2000,2004,G-F,6,8,203.2,200.2,,,,,,,210,95.2543977,,University of Central Oklahoma,,,,,,,,
Raja Bell,1952,19/09/1976,2001,2012,G,6,5,195.58,192.58,,,,,,,204,92.53284348,,Florida International University,,,,,,,,
Jason Miskiri,1954,19/08/1975,2000,2000,G,6,2,187.96,184.96,,,,,,,175,79.37866475,,George Mason University,,,,,,,,
Ira Newble,1956,20/01/1975,2001,2008,F,6,7,200.66,197.66,,,,,,,220,99.7903214,,Miami University,,,,,,,,
Milt Palacio,1960,07/02/1978,2000,2006,G,6,3,190.5,187.5,,,,,,,195,88.45051215,,Colorado State University,,,,,,,,
Derek Hood,1967,22/12/1976,2000,2000,F,6,8,203.2,200.2,,,,,,,222,100.6975061,,University of Arkansas,,,,,,,,
Jermaine Jackson,1983,07/06/1976,2000,2006,G,6,4,193.04,190.04,,,,,,,204,92.53284348,,University of Detroit Mercy,,,,,,,,
Zendon Hamilton,1985,27/04/1975,2001,2006,C-F,6,11,210.82,207.82,,,,,,,250,113.3980925,,St. John's University,,,,,,,,
Kenyon Martin,2030,30/12/1977,2001,2015,F,6,9,205.74,202.74,,,,,,,234,106.1406146,,University of Cincinnati,,,,,,,,
Kenyon Martin Jr.,2030,,,,F,6,7,201,198,202,259,8.499999991,21.59,,22.225,213.2,96.70589328,0.059,,,,,,,,,
Stromile Swift,2031,21/11/1979,2001,2009,F,6,9,205.74,202.74,,,,,,,225,102.0582833,,Louisiana State University,,,,,,,,
Darius Miles,2032,09/10/1981,2001,2009,F,6,9,205.74,202.74,,,,,,,210,95.2543977,,,,,,,,,,
Marcus Fizer,2033,10/08/1978,2001,2006,F,6,9,205.74,202.74,,,,,,,262,118.8412009,,Iowa State University,,,,,,,,
Mike Miller,2034,19/02/1980,2001,2017,F-G,6,8,203.2,200.2,,,,,,,218,98.88313666,,University of Florida,,,,,,,,
DerMarr Johnson,2035,05/05/1980,2001,2008,F,6,9,205.74,202.74,,,,,,,201,91.17206637,,University of Cincinnati,,,,,,,,
Chris Mihm,2036,16/07/1979,2001,2009,C,7,0,213.36,210.36,,,,,,,265,120.2019781,,University of Texas at Austin,,,,,,,,
Jamal Crawford,2037,20/03/1980,2001,2018,G,6,5,195.58,195,208.28,260.35,,,,0,200,79.37866475,,University of Michigan,,,,,,,,
Joel Przybilla,2038,10/10/1979,2001,2013,C,7,1,215.9,212.9,,,,,,,255,115.6660544,,University of Minnesota,,,,,,,,
Keyon Dooling,2039,08/05/1980,2001,2013,G,6,3,190.5,187.5,,,,,,,196,88.90410452,,University of Missouri,,,,,,,,
Jerome Moiso,2040,15/06/1978,2001,2005,F-C,6,10,208.28,205.28,,,,,,,235,106.594207,,"University of California, Los Angeles",,,,,,,,
Etan Thomas,2041,01/04/1978,2002,2011,F,6,9,205.74,202.74,,,,,,,256,116.1196467,,Syracuse University,,,,,,,,
Courtney Alexander,2042,27/04/1977,2001,2003,G,6,5,195.58,192.58,,,,,,,205,92.98643585,,"California State University, Fresno",,,,,,,,
Mateen Cleaves,2043,07/09/1977,2001,2006,G,6,2,187.96,184.96,,,,,,,205,92.98643585,,Michigan State University,,,,,,,,
Jason Collier,2044,08/09/1977,2001,2005,C,7,0,213.36,210.36,,,,,,,260,117.9340162,,Georgia Institute of Technology,,,,,,,,
Hedo Turkoglu,2045,19/03/1979,2001,2015,F,6,10,208.28,205.28,,,,,,,220,99.7903214,,,,,,,,,,
Desmond Mason,2046,11/10/1977,2001,2010,F,6,7,200.66,197.66,,,,,,,224,101.6046909,,Oklahoma State University,,,,,,,,
Quentin Richardson,2047,13/04/1980,2001,2013,G,6,6,198.12,195.12,,,,,,,223,101.1510985,,DePaul University,,,,,,,,
Jamaal Magloire,2048,21/05/1978,2001,2012,C,6,11,210.82,207.82,,,,,,,259,117.4804238,,University of Kentucky,,,,,,,,
Speedy Claxton,2049,08/05/1978,2002,2009,G,5,11,180.34,179,182.88,240.03,,,,0,166,75.29633342,,Hofstra University,10.48,,3.06,36,42.5,6,91.44,107.95
Morris Peterson,2050,26/08/1977,2001,2011,F,6,7,200.66,197.66,,,,,,,218,98.88313666,,Michigan State University,,,,,,,,
Donnell Harvey,2051,26/08/1980,2001,2005,F,6,8,203.2,202,214.63,267.97,,,,0,220,99.7903214,,University of Florida,11.23,,,33,32.5,15,83.82,82.55
DeShawn Stevenson,2052,03/04/1981,2001,2013,G,6,5,195.58,192.58,,,,,,,210,95.2543977,,,,,,,,,,
Jake Tsakalidis,2054,10/06/1979,2001,2007,C,7,2,218.44,215.44,,,,,,,285,129.2738255,,,,,,,,,,
Primoz Brezec,2056,02/10/1979,2002,2010,C,7,2,218.44,215,218.44,279.4,,,,0,252,110.2229459,,,11.53,,3.55,26,29.5,,66.04,
Mark Madsen,2058,28/01/1976,2001,2009,F,6,9,205.74,203,214.63,265.43,,,,0,240,107.2745955,,Stanford University,12.12,,3.46,30.5,33.5,13,77.47,85.09
Eduardo Najera,2059,11/07/1976,2001,2012,F,6,8,203.2,199,212.09,265.43,,,,0,240,106.3674108,,University of Oklahoma,11.38,,3.45,28,35,15,71.12,88.9
Marko Jaric,2060,12/10/1978,2003,2009,G,6,7,200.66,199,205.74,264.16,,,,0,198,95.2543977,,,11.32,,3.28,27.5,33,,69.85,
Dan Langhi,2061,28/11/1977,2001,2004,F,6,11,210.82,205,203.2,264.16,,,,0,220,89.58449308,,Vanderbilt University,10.85,,3.24,31,34.5,12,78.74,87.63
A.J. Guyton,2062,12/02/1978,2001,2003,G,6,1,185.42,185,192.405,247.65,,,,0,180,79.37866475,,Indiana University,10.55,,3.22,33,37.5,9,83.82,95.25
Jake Voskuhl,2063,01/11/1977,2001,2009,C,6,11,210.82,207.82,,,,,,,245,111.1301307,,University of Connecticut,,,,,,,,
Eddie House,2067,14/05/1978,2001,2011,G,6,1,185.42,182,191.77,241.3,,,,0,180,80.05905331,,Arizona State University,11.12,,3.27,29.5,38.5,5,74.93,97.79
Lavor Postell,2068,26/02/1978,2001,2003,G,6,5,195.58,195,204.47,257.81,,,,0,215,92.98643585,,St. John's University,11.79,,3.3,33.5,36.5,17,85.09,92.71
Michael Redd,2072,24/08/1979,2001,2012,G,6,6,198.12,195,205.74,259.08,,,,0,220,97.06876718,,Ohio State University,12.06,,3.34,27,31,12,68.58,
Brian Cardinal,2073,02/05/1977,2001,2012,F,6,8,203.2,200.2,,,,,,,245,111.1301307,,Purdue University,,,,,,,,
Jabari Smith,2074,12/02/1977,2001,2005,C,6,11,210.82,207,219.71,278.13,,,,0,250,109.088965,,Louisiana State University,12.45,,3.43,24.5,30,15,62.23,
Mark Karcher,2077,,,,SG,6,5.5,197,194,203,260,,,,0,218,98.88313666,,,11.51,,3.4,27.5,30.5,12,69.85,
Jason Hart,2078,29/04/1978,2001,2010,G,6,3,190.5,188,198.12,247.65,,,,0,185,82.10021897,,Syracuse University,11.7,,3.34,29.5,33.5,9,74.93,85.09
Kaniel Dickens,2079,21/07/1978,2004,2008,F,6,8,203.2,200.2,,,,,,,215,97.52235955,,University of Idaho,,,,,,,,
Ernest Brown,2081,17/05/1979,2002,2002,C,7,0,213.36,208,216.535,278.13,,,,0,244,100.9243023,,Indian Hills Community College,,,,,,2,,
Daniel Santiago,2091,24/06/1976,2001,2005,C,7,1,215.9,212.9,,,,,,,256,116.1196467,,Saint Vincent College,,,,,,,,
Eddie Gill,2109,16/08/1978,2001,2009,G,6,0,182.88,182,193.04,236.22,,,,0,190,79.83225712,,Weber State University,11.12,,3.18,35,38.5,13,88.9,97.79
Jimmie Hunter,2111,,,,G,6,4.5,194,191,203,254,,,,0,170,77.1107029,,,11.23,,3.35,29,36,,73.66,91.44
Malik Allen,2124,27/06/1978,2002,2011,F-C,6,10,208.28,204,219.71,276.86,,,,0,255,122.9235323,,Villanova University,11.83,,3.38,25.5,29,13,64.77,
Nick Sheppard,2135,,,,C,6,10.25,209,206,211,273,,,,0,273,123.830717,,,12.14,,3.52,23.5,25.5,18,59.69,
Jameel Watkins,2136,,,,C,6,10.25,209,206,229,279,,,,0,244.5,110.9033345,,,12.38,,3.45,28,30.5,11,71.12,77.47
Ime Udoka,2137,09/08/1977,2004,2011,F,6,6,198.12,195.12,,,,,,,215,97.52235955,,Portland State University,,,,,,,,
Kwame Brown,2198,10/03/1982,2002,2013,F,6,11,210.82,208,215.9,274.32,,,,0,270,110.2229459,0.089,,11.59,,3.45,30,33,17,76.2,83.82
Tyson Chandler,2199,02/10/1982,2002,2018,C,7,1,215.9,212,220.98,279.4,,,,0,240,101.6046909,0.067,,12.13,,3.36,31,33.5,2,78.74,85.09
Pau Gasol,2200,06/07/1980,2002,2018,F-C,7,0,213.36,210.36,,,,,,,250,113.3980925,,,,,,,,,,
Eddy Curry,2201,05/12/1982,2002,2013,C,7,0,213.36,210,229.87,281.94,,,,0,295,136.5313034,0.165,,12.25,,3.53,28,31,16,71.12,78.74
Jason Richardson,2202,20/01/1981,2002,2015,G,6,6,198.12,195,212.09,260.35,,,,0,220,96.61517481,0.053,Michigan State University,11.75,,3.12,32.5,39.5,15,82.55,100.33
Shane Battier,2203,09/09/1978,2002,2014,F,6,8,203.2,204,209.55,266.7,,,,0,220,103.8726527,0.093,Duke University,10.95,,3.3,29.5,33,12,74.93,83.82
Eddie Griffin,2204,30/05/1982,2002,2007,F-C,6,10,208.28,206,220.98,279.4,,,,0,220,100.6975061,0.04,Seton Hall University,11.77,,3.21,26.5,33,3,67.31,
DeSagana Diop,2205,30/01/1982,2002,2013,C,7,0,213.36,208,229.87,287.02,,,,0,300,142.4280042,0.21,,12.37,,3.56,21.5,25.5,15,54.61,
Rodney White,2206,28/06/1980,2002,2005,F,6,9,205.74,202,212.09,265.43,,,,0,238,110.2229459,0.093,University of North Carolina at Charlotte,12.07,,3.47,27.5,33,16,69.85,
Joe Johnson,2207,29/06/1981,2002,2018,G-F,6,7,200.66,200,205.74,266.7,,,,0,240,102.5118756,0.067,University of Arkansas,12.05,,3.4,32.5,36.5,12,82.55,92.71
Kedrick Brown,2208,18/03/1981,2002,2005,G,6,7,200.66,197.66,,,,,,,222,100.6975061,,Okaloosa-Walton Community College,,,,,,,,
Vladimir Radmanovic,2209,19/11/1980,2002,2013,F,6,10,208.28,205.28,,,,,,,227,102.965468,,,,,,,,,,
Richard Jefferson,2210,21/06/1980,2002,2018,F,6,7,200.66,202,213.36,261.62,,,,0,233,101.1510985,0.067,University of Arizona,11.19,,3.15,33,38.5,14,83.82,97.79
Troy Murphy,2211,02/05/1980,2002,2013,F-C,6,11,210.82,207,210.82,267.97,,,,0,245,104.3262451,0.117,University of Notre Dame,11.22,,3.43,28.5,34.5,11,72.39,87.63
Steven Hunter,2212,31/10/1981,2002,2010,C,7,0,213.36,209,223.52,274.32,,,,0,220,101.6046909,0.053,DePaul University,11.99,,3.15,30.5,38.5,11,77.47,97.79
Michael Bradley,2214,18/04/1979,2002,2006,F-C,6,10,208.28,206,217.17,271.78,,,,0,245,102.965468,0.093,Villanova University,11.11,,3.35,27,30,13,68.58,
Jason Collins,2215,02/12/1978,2002,2014,C,7,0,213.36,209,224.79,279.4,,,,0,255,113.8516849,0.129,Stanford University,12.1,,3.54,25.5,28.5,8,64.77,
Zach Randolph,2216,16/07/1981,2002,2018,F-C,6,9,205.74,202.74,,,,,,,260,117.9340162,,Michigan State University,,,,,,,,
Brendan Haywood,2217,27/11/1979,2002,2015,C,7,0,213.36,213,229.87,288.29,,,,0,268,120.6555704,0.129,University of North Carolina,12.87,,3.5,27,28.5,17,68.58,
Brandon Armstrong,2220,16/06/1980,2002,2004,G,6,5,195.58,192,207.01,252.73,,,,0,188,85.27536556,0.093,Pepperdine University,10.91,,3.2,30,37,6,76.2,93.98
Raul Lopez,2221,15/04/1980,2004,2005,G,6,1,185.42,182.42,,,,,,,170,77.1107029,,,,,,,,,,
Gerald Wallace,2222,23/07/1982,2002,2015,F,6,7,200.66,197.66,,,,,,,215,97.52235955,,University of Alabama,,,,,,,,
